Description,COMMIT_HASH,COMMIT_DATE,COMMIT_YEAR,VULNERABILITY_CVE,VULNERABILITY_YEAR,VULNERABILITY_CWE,VULNERABILITY_CATEGORY,ID_Class,P_ID,Visibility,Complement,BeginLine,EndLine,NameClass,ID_File,FilePath,Patched,Occurrence,R_ID,Affected,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,ELIGIBLE_FOR_ALERTS,COMMIT_HAS_ALERTS,TOTAL_ALERTS,Flawfinder_chown,Flawfinder_gets,Flawfinder_printf,Flawfinder_strcpy,Flawfinder_access,Flawfinder_sscanf,Flawfinder_syslog,Flawfinder_crypt,Flawfinder_strcat,Flawfinder_fprintf,Flawfinder_execl,Flawfinder_vfprintf,Flawfinder_sprintf,Flawfinder_execv,Flawfinder_ShellExecute,Flawfinder__sntprintf,Flawfinder__tcscpy,Flawfinder__tcscat,Flawfinder_WinExec,Flawfinder_random,Flawfinder_getenv,Flawfinder_chroot,Flawfinder_srand,Flawfinder_LoadLibrary,Flawfinder_EnterCriticalSection,Flawfinder_InitializeCriticalSection,Flawfinder_getopt,Flawfinder_char,Flawfinder_memcpy,Flawfinder_atoi,Flawfinder_atol,Flawfinder_open,Flawfinder_fopen,Flawfinder_tmpfile,Flawfinder_wcscpy,Flawfinder_TCHAR,Flawfinder_strlen,Flawfinder_read,Flawfinder_strncat,Flawfinder_mismatch,Flawfinder_strncpy,Flawfinder_umask,Flawfinder_wcslen,Flawfinder_getc,Flawfinder__tcslen,Flawfinder_readlink,Flawfinder_chmod,Flawfinder_vsnprintf,Flawfinder_snprintf,Flawfinder_vsprintf,Flawfinder_vsscanf,Flawfinder_getlogin,Flawfinder_execvp,Flawfinder_execlp,Flawfinder_fscanf,Flawfinder_popen,Flawfinder_vprintf,Flawfinder_system,Flawfinder_wprintf,Flawfinder_scanf,Flawfinder_realpath,Flawfinder_srandom,Flawfinder_getopt_long,Flawfinder_bcopy,Flawfinder_mkstemp,Flawfinder_vfork,Flawfinder_memalign,Flawfinder_usleep,Flawfinder_getchar,Flawfinder_fgetc,Flawfinder_equal,Flawfinder_vfscanf,Flawfinder_setstate,Flawfinder_tmpnam,Flawfinder_wchar_t,Flawfinder_ulimit,Flawfinder_ssignal,Flawfinder_CopyMemory,Flawfinder_wcscat,Flawfinder__snprintf,Flawfinder_vswprintf,Flawfinder_swprintf,Flawfinder__ftprintf,Flawfinder_lstrcpyW,Flawfinder_crypt_r,Flawfinder_lstrcpy,Flawfinder_lstrcpyA,Flawfinder_fwprintf,Flawfinder__stprintf,Flawfinder__vftprintf,Flawfinder_vfwprintf,Flawfinder__vsntprintf,Flawfinder__vstprintf,Flawfinder__tscanf,Flawfinder_wscanf,Flawfinder_SetThreadToken,Flawfinder_lstrcatW,Flawfinder_getwd,Flawfinder_LoadLibraryEx,Flawfinder_GetTempFileName,Flawfinder_CreateProcess,Flawfinder_lrand48,Flawfinder_AddAccessAllowedAce,Flawfinder_drand48,Flawfinder_curl_getenv,Flawfinder_MultiByteToWideChar,Flawfinder__wtoi,Flawfinder__wtoi64,Flawfinder_wcsncpy,Flawfinder_lstrcpyn,Flawfinder__tcsncpy,Flawfinder_wcsncat,Flawfinder_execle,Flawfinder_nrand48,Flawfinder_lstrcpynA,Flawfinder_getpass,Flawfinder_fwscanf,Flawfinder_vwprintf,Flawfinder_CreateProcessAsUser,Flawfinder_g_get_home_dir,Flawfinder_mktemp,Flawfinder_lstrcat,Flawfinder_g_get_tmp_dir,Flawfinder__mbscat,Flawfinder_lstrcatA,Flawfinder_tempnam,multiclass_label,binary_label,grouped_multiclass_label
2_1e3921471354244f70fe268586ff94a97a6dd4df_mm/hugetlb.c_file_region,1e3921471354244f70fe268586ff94a97a6dd4df,11/2/2017 22:59,2017,CVE-2017-15128,2017,119,Memory Management,391896602,ker1302p,default,Struct,239,243,file_region,173420002,mm/hugetlb.c,0,after,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,5,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_b9a41d21dceadf8104812626ef85dc56ee8a60ed_drivers/md/dm.c_dm_md_mempools,b9a41d21dceadf8104812626ef85dc56ee8a60ed,11/1/2017 7:42,2017,CVE-2017-18203,2017,362,Memory Management,391896902,ker1303p,default,Struct,95,98,dm_md_mempools,174105902,drivers/md/dm.c,0,before,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_853bc26a7ea39e354b9f8889ae7ad1492ffa28d2_fs/ocfs2/cluster/nodemanager.c_o2nm_cluster_group,853bc26a7ea39e354b9f8889ae7ad1492ffa28d2,11/16/2017 1:31,2017,CVE-2017-18216,2017,476,Memory Management,395205202,ker1306p,default,Struct,648,651,o2nm_cluster_group,175806602,fs/ocfs2/cluster/nodemanager.c,0,before,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c131187db2d3fa2f8bf32fdf4e9a4ef805168467_include/linux/bpf_verifier.h_bpf_ext_analyzer_ops,c131187db2d3fa2f8bf32fdf4e9a4ef805168467,11/23/2017 0:42,2017,CVE-2017-17862,2017,20,Input Validation,395384702,ker1308p,default,Struct,139,142,bpf_ext_analyzer_ops,175887002,include/linux/bpf_verifier.h,0,after,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_ecaaab5649781c5a0effdaf298a925063020500e_include/crypto/internal/hash.h_shash_instance,ecaaab5649781c5a0effdaf298a925063020500e,11/29/2017 4:56,2017,CVE-2017-17805,2017,20,Input Validation,395387102,ker1311p,default,Struct,41,43,shash_instance,175887802,include/crypto/internal/hash.h,0,after,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_2f2d0088eb93db5c649d2a5e34a3800a8a935fc5_drivers/usb/usbip/usbip_common.h_usbip_device,2f2d0088eb93db5c649d2a5e34a3800a8a935fc5,12/7/2017 21:16,2017,CVE-2017-16911,2017,200,Data Protection,395519802,[ker1316p],default,Struct,252,272,usbip_device,175948402,drivers/usb/usbip/usbip_common.h,0,before,2,1,0,0,0,5,15,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,21,5,15,14,0,1,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,14
2_be6123df1ea8f01ee2f896a16c2b7be3e4557a5a_drivers/usb/usbip/usbip_common.h_usbip_device,be6123df1ea8f01ee2f896a16c2b7be3e4557a5a,12/7/2017 21:16,2017,CVE-2017-16914,2017,476,Memory Management,395521802,ker1319p,default,Struct,252,273,usbip_device,175948702,drivers/usb/usbip/usbip_common.h,1,after,2,0,0,0,0,5,16,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,22,5,16,15,0,1,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_8f659a03a0ba9289b9aeb9b4470e6fb263d6f483_net/ipv4/raw.c_raw_frag_vec,8f659a03a0ba9289b9aeb9b4470e6fb263d6f483,12/10/2017 3:50,2017,CVE-2017-17712,2017,362,Memory Management,395545902,ker1320p,default,Struct,83,90,raw_frag_vec,175956102,net/ipv4/raw.c,0,after,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,8,0,8,7,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_a5ec6ae161d72f01411169a938fa5f8baea16e8f_kernel/bpf/verifier.c_bpf_call_arg_meta,a5ec6ae161d72f01411169a938fa5f8baea16e8f,12/19/2017 4:11,2017,CVE-2017-17856,2017,119,Memory Management,395710002,ker1329p,default,Struct,159,165,bpf_call_arg_meta,176023202,kernel/bpf/verifier.c,0,after,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,7,0,7,6,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_d76c68109f37cb85b243a1cf0f40313afd2bae68_crypto/pcrypt.c_padata_pcrypt::pcrypt_cpumask,d76c68109f37cb85b243a1cf0f40313afd2bae68,12/20/2017 22:28,2017,CVE-2017-18075,2017,763,Other,395783102,ker1332p,public,Struct,53,55,padata_pcrypt::pcrypt_cpumask,176046002,crypto/pcrypt.c,0,after,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_4397f04575c44e1440ec2e49b6302785c95fd2f8_kernel/trace/trace.c_saved_cmdlines_buffer,4397f04575c44e1440ec2e49b6302785c95fd2f8,12/27/2017 1:07,2017,CVE-2017-18595,2017,415,Other,395783602,ker1333p,default,Struct,1720,1726,saved_cmdlines_buffer,176058202,kernel/trace/trace.c,0,before,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,7,0,7,6,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_0558f33c06bb910e2879e355192227a8e8f0219d_include/scsi/libsas.h_asd_sas_port,0558f33c06bb910e2879e355192227a8e8f0219d,12/8/2017 9:42,2017,CVE-2017-18232,2017,,Other,396507002,[ker1339p],default,Struct,257,291,asd_sas_port,176296002,include/scsi/libsas.h,0,before,2,1,0,0,0,8,25,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,23,0,0,23,0,0,0,0,0,0,0,35,8,25,24,0,3,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2_fbe0e839d1e22d88810f3ee3e2f1479be4c0aa4a_kernel/futex.c_futex_hash_bucket,fbe0e839d1e22d88810f3ee3e2f1479be4c0aa4a,12/14/2017 9:04,2017,CVE-2018-6927,2018,190,Other,398116102,ker1341p,default,Struct,262,266,futex_hash_bucket,176706502,kernel/futex.c,0,after,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,5,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_d15d662e89fc667b90cd294b0eb45694e33144da_sound/core/seq/seq_clientmgr.c_ioctl_handler,d15d662e89fc667b90cd294b0eb45694e33144da,2/12/2018 14:20,2018,CVE-2018-7566,2018,119,Memory Management,400883802,ker1345p,default,Struct,2048,2051,ioctl_handler,177738302,sound/core/seq/seq_clientmgr.c,0,before,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_b71812168571fa55e44cdd0254471331b9c4c4c6_net/bridge/netfilter/ebtables.c_ebt_cl_stack,b71812168571fa55e44cdd0254471331b9c4c4c6,2/19/2018 0:24,2018,CVE-2018-1068,2018,787,Other,401548502,ker1347p,default,Struct,548,552,ebt_cl_stack,178033602,net/bridge/netfilter/ebtables.c,0,after,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,5,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_7fafcfdf6377b18b2a726ea554d6e593ba44349f_drivers/usb/gadget/function/f_midi.c_usb_ms_endpoint_descriptor_16,7fafcfdf6377b18b2a726ea554d6e593ba44349f,3/23/2018 17:00,2018,CVE-2018-20961,2018,415,Other,406931202,ker1354p,default,Struct,115,115,usb_ms_endpoint_descriptor_16,180284002,drivers/usb/gadget/function/f_midi.c,0,before,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_8e4b5eae5decd9dfe5a4ee369c22028f90ab4c44_fs/ext4/xattr.c_ext4_xattr_block_find,8e4b5eae5decd9dfe5a4ee369c22028f90ab4c44,3/30/2018 1:56,2018,CVE-2018-1092,2018,476,Memory Management,407218402,ker1358p,default,Struct,1775,1778,ext4_xattr_block_find,180411102,fs/ext4/xattr.c,0,after,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_18db4b4e6fc31eda838dd1c1296d67dbcb3dc957_fs/ext4/super.c_ext4_mount_options,18db4b4e6fc31eda838dd1c1296d67dbcb3dc957,3/30/2018 2:10,2018,CVE-2018-1094,2018,476,Memory Management,407219102,ker1360p,default,Struct,4956,4967,ext4_mount_options,180411502,fs/ext4/super.c,0,before,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,12,0,8,7,0,0,2,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_22076557b07c12086eeb16b8ce2b0b735f7a27e7_drivers/usb/usbip/stub.h_bus_id_priv,22076557b07c12086eeb16b8ce2b0b735f7a27e7,5/15/2018 2:49,2018,CVE-2018-5814,2018,362,Memory Management,410183202,[ker1367p],default,Struct,69,76,bus_id_priv,181535302,drivers/usb/usbip/stub.h,0,before,2,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,8,0,8,7,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
2_c171654caa875919be3c533d3518da8be5be966e_drivers/usb/usbip/stub.h_bus_id_priv,c171654caa875919be3c533d3518da8be5be966e,5/15/2018 23:57,2018,CVE-2018-5814,2018,362,Memory Management,410190502,ker1370p,default,Struct,69,77,bus_id_priv,181537102,drivers/usb/usbip/stub.h,1,after,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,9,0,9,8,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c9fbd7bbc23dbdd73364be4d045e5d3612cf6e82_fs/xfs/xfs_super.c_proc_xfs_info,c9fbd7bbc23dbdd73364be4d045e5d3612cf6e82,5/11/2018 4:50,2018,CVE-2018-20976,2018,416,Memory Management,410190902,ker1368p,default,Struct,473,476,proc_xfs_info,181545102,fs/xfs/xfs_super.c,0,before,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
